id,gold_1,gold_2,extracted_target,extracted_source,status,cos_high,cos_low,cos_mean,both_match,either_match,cos_target,cos_source
147,Faculty meeting,Nightmare,bureaucratic anxiety,surrealist nightmare,ok,0.7355,0.2674,0.5015,False,True,0.2674,0.7355
148,Man,Whale in swimming pool,disruption of normalcy,whale,ok,0.6748,0.0722,0.3735,False,True,0.0722,0.6748
149,Sky on fire,Pain pouring down,suffering,fire,ok,0.6052,0.4076,0.5064,False,True,0.4076,0.6052
150,Jaws,Death,struggle or adversity,cave and light,ok,0.255,0.208,0.2315,False,False,0.255,0.208
151,Seed,Life on our planet,life cycle,tree with roots,ok,0.3339,0.278,0.306,False,False,0.3339,0.278
152,Anger,Explosion,wrath,fire,ok,0.5433,0.5291,0.5362,True,True,0.5433,0.5291
153,Love,Summer day,hope,sunlight,ok,0.5382,0.3465,0.4423,False,True,0.3465,0.5382
154,Crowd,Roaring river,chaos,none,no_metaphor_detected,0.3489,0.1381,0.2435,False,False,0.3489,0.1381
155,Heartbreak,Stampede of buffalo,buffalo migration,none,no_metaphor_detected,0.6249,0.1928,0.4089,False,True,0.6249,0.1928
156,Woman's heart,Harp of gold,emotional expression,musical instrument,ok,0.5081,0.4247,0.4664,False,True,0.4247,0.5081
157,Absence,Photography dark room,revelation,film development,ok,0.3324,0.2542,0.2933,False,False,0.3324,0.2542
158,Alcohol,Friend,loneliness,alcohol,ok,1.0,0.3598,0.6799,False,True,0.3598,1.0
159,America,Gun,destructive power,weapon fire,ok,0.5868,0.0972,0.342,False,True,0.0972,0.5868
160,Educated woman,Danger,breakthrough,lightning,ok,0.3888,0.1232,0.256,False,False,0.1232,0.3888
161,Unexpected loss,Blow to the face,emotional overwhelm,fire and explosion,ok,0.3133,0.2221,0.2677,False,False,0.2221,0.3133
162,Anger,Demon,inner corruption,demonic possession,ok,0.6387,0.1886,0.4136,False,True,0.1886,0.6387
163,Anxiety,Freight train that runs over a deer,panic before inevitable threat,deer in headlights,ok,0.496,0.4834,0.4897,True,True,0.4834,0.496
164,Autumn,Depression,loneliness,autumn decay,ok,0.7039,0.6425,0.6732,True,True,0.6425,0.7039
165,Death,Hard pill to swallow,adversity,boxing,ok,0.2936,0.1345,0.214,False,False,0.1345,0.2936
166,Getting up in the morning,Battle,human suffering,warfare,ok,0.6574,0.2093,0.4334,False,True,0.2093,0.6574
167,Earth,Prison,oppression,confinement,ok,0.597,0.2381,0.4175,False,True,0.2381,0.597
168,Human,Garden,life,gardening,ok,0.7939,0.3475,0.5707,False,True,0.3475,0.7939
169,Sin,Wage you must pa,commodification of human life,ghost pouring coins,ok,0.1794,0.0421,0.1107,False,False,0.1794,0.0421
170,Failure,Treacherous pit,overcoming adversity,climbing out of cave,ok,0.3821,0.3669,0.3745,False,False,0.3821,0.3669
171,Faith,Dangerous road,perseverance through adversity,mountain journey in storm,ok,0.4799,0.3351,0.4075,False,True,0.4799,0.3351
172,Fear,Lock,emotional confinement,locked gate,ok,0.671,0.3762,0.5236,False,True,0.3762,0.671
173,Frienship,Sheltering tree,sadness,rain,ok,0.2828,0.2098,0.2463,False,False,0.2828,0.2098
174,Hate,Blizzard,uncertainty,fog,ok,0.3388,0.1967,0.2678,False,False,0.1967,0.3388
175,Hair,Bird's nest,mental disorder,tangled branches,ok,0.2625,0.2556,0.259,False,False,0.2625,0.2556
176,Hair,Sea,beauty,none,no_metaphor_detected,0.4362,0.2038,0.32,False,False,0.4362,0.2038
177,Hair,Curling mist,uncertainty,fog,ok,0.5099,0.2492,0.3795,False,True,0.2492,0.5099
178,Love,Hurricane,inner rage,fire vortex,ok,0.3667,0.3313,0.349,False,False,0.3313,0.3667
179,Mouth,Poison flower,attraction,glowing flower,ok,0.5291,0.2774,0.4032,False,True,0.2774,0.5291
180,Smile,Warm fire,emotional vulnerability,ice melting in fire,ok,0.458,0.2554,0.3567,False,True,0.2554,0.458
181,Soul,Quiet sea,hidden depths,underwater seascape,ok,0.5534,0.2865,0.4199,False,True,0.2865,0.5534
182,Voice,Rose,beauty and desire,rose,ok,1.0,0.2677,0.6338,False,True,0.2677,1.0
183,Body,Wooden puzzle,human identity,puzzle,ok,0.5385,0.2672,0.4028,False,True,0.2672,0.5385
184,Life,Marathon,perseverance,mountain running,ok,0.6056,0.2642,0.4349,False,True,0.2642,0.6056
185,Love,Conquest,love,war,ok,1.0,0.489,0.7445,True,True,1.0,0.489
186,Love,Dead end,limitation,wall,ok,0.2435,0.2213,0.2324,False,False,0.2213,0.2435
187,Love,Double-edged sword,conflict between opposites,sword battle,ok,0.5121,0.1763,0.3442,False,True,0.5121,0.1763
189,Brain,Box of crayons,creativity,crayons,ok,0.7462,0.3881,0.5671,False,True,0.3881,0.7462
190,Heart,Blank canvas,creative potential,blank canvas,ok,1.0,0.1653,0.5826,False,True,0.1653,1.0
191,Heart,Dancer,passion,fire,ok,0.5027,0.2885,0.3956,False,True,0.5027,0.2885
192,Heart,Garden in autumn,hope,new growth,ok,0.303,0.1595,0.2313,False,False,0.303,0.1595
193,Jaws,Rollercoaster,life's journey,roller coaster ride,ok,0.9105,0.1731,0.5418,False,True,0.1731,0.9105
194,Mind,Desert,life journey,desert,ok,1.0,0.1619,0.581,False,True,0.1619,1.0
195,Mouth,Music box,creative expression,machinery,ok,0.2645,0.1969,0.2307,False,False,0.1969,0.2645
196,Path,River with many tributaries,mountain river valley,none,no_metaphor_detected,0.487,0.1521,0.3196,False,True,0.487,0.1521
197,Silence,Weapons,domination,light rays,ok,0.3512,0.333,0.3421,False,False,0.333,0.3512
198,Soul,Bird with broken wings,aspiration despite confinement,caged bird gazing at sky,ok,0.5387,0.1465,0.3426,False,True,0.1465,0.5387
199,Night,Crawling toddler,life journey,luminous path,ok,0.1733,0.1388,0.156,False,False,0.1388,0.1733
200,Love,Board game,life's journey,tabletop game,ok,0.7673,0.2462,0.5067,False,True,0.2462,0.7673
201,Blazing sun,Ballroom dancer,artistic performance,light energy,ok,0.4602,0.2513,0.3557,False,True,0.4602,0.2513
202,Earth,Sunday roast,resource extraction,meat cooking,ok,0.438,0.1585,0.2982,False,False,0.1585,0.438
203,Earth,Mother,human-nature harmony,natural landscape,ok,0.3112,0.0567,0.184,False,False,0.0567,0.3112
204,Mind,Glass fortress,hope,illuminated cathedral,ok,0.4145,0.1896,0.3021,False,False,0.1896,0.4145
205,Moon,Smile,hope,crescent moon,ok,0.699,0.2927,0.4959,False,True,0.2927,0.699
206,Ocean,Grave,death,underwater shipwreck,ok,0.6087,0.6008,0.6047,True,True,0.6087,0.6008
207,Planet,Sinking ship,systemic collapse,sinking ship,ok,1.0,0.196,0.598,False,True,0.196,1.0
208,Snow,Soft bed,human vulnerability,snow and ice,ok,0.8238,0.0426,0.4332,False,True,0.0426,0.8238
209,Sun,Wounded deer,suffering,fire,ok,0.3806,0.3135,0.347,False,False,0.3135,0.3806
210,World,Paintbrush,imagination,painting,ok,0.721,0.2598,0.4904,False,True,0.2598,0.721
211,World,Stage,evil,theatrical performance,ok,0.7433,0.2394,0.4914,False,True,0.2394,0.7433
212,Thought,Vulture,suppression of knowledge,predatory machine,ok,0.4262,0.1799,0.303,False,False,0.1799,0.4262
213,Time,Bus,escape from consequence,fleeing from traffic,ok,0.2617,0.1813,0.2215,False,False,0.1813,0.2617
214,Time,Thief,mortality,time and death,ok,0.573,0.1645,0.3688,False,True,0.1645,0.573
215,True love,Plum blossoms in bloom,resilience,spring blossoms in winter,ok,0.5582,0.3806,0.4694,False,True,0.3806,0.5582
216,Winter,Bony crone,death,dead tree,ok,0.3001,0.1765,0.2383,False,False,0.3001,0.1765
217,Work,Living hell,burnout,inferno,ok,0.3754,0.3556,0.3655,False,False,0.3556,0.3754
218,Face,Canvas,identity,painting,ok,0.6386,0.3322,0.4854,False,True,0.3322,0.6386
219,Mind,Powerful tool,artistic creation,sculpting,ok,0.3032,0.2335,0.2684,False,False,0.3032,0.2335
220,Friend,Treasure,inner potential,treasure,ok,1.0,0.1327,0.5664,False,True,0.1327,1.0
221,Cheetah,Race winner,predator-prey dynamics,none,no_metaphor_detected,0.2156,0.2012,0.2084,False,False,0.2156,0.2012
222,Diamound,Rough,discovery,archaeological excavation,ok,0.4012,0.0672,0.2342,False,False,0.4012,0.0672
223,Anger,Wildfire,adversity,fire,ok,0.6591,0.4169,0.538,False,True,0.4169,0.6591
224,Fear,Prison,liberation,spirit reaching for light,ok,0.4421,0.1889,0.3155,False,False,0.4421,0.1889
225,India's culture,Salad bowl,salad,none,no_metaphor_detected,0.7392,0.0753,0.4073,False,True,0.7392,0.0753
226,Laughter,Medicine,love,bottled elixir,ok,0.4984,0.36,0.4292,False,True,0.4984,0.36
227,Life,Maze,life direction,maze,ok,1.0,0.4697,0.7349,True,True,0.4697,1.0
228,Classroom,Zoo,overwhelming pressure,wildlife handler surrounded by animals,ok,0.3888,0.204,0.2964,False,False,0.204,0.3888
229,Mind,Computer,human intelligence,artificial intelligence,ok,0.3879,0.3546,0.3712,False,False,0.3546,0.3879
230,Professor,Guiding light,aspiration,mountain climbing,ok,0.2907,0.1256,0.2081,False,False,0.1256,0.2907
231,Stormy ocean,Raging bull,aggression,bull,ok,0.3897,0.2333,0.3115,False,False,0.2333,0.3897
232,Airports,Pools of money,leisure experience,precious wealth,ok,0.3863,0.3603,0.3733,False,False,0.3603,0.3863
233,Soul and envy,Favourite meal,relationship,galaxies,ok,0.2639,0.2482,0.256,False,False,0.2482,0.2639
234,Society,Sleep,crisis,giant human body,ok,0.2891,0.1413,0.2152,False,False,0.2891,0.1413
235,Computer,Coma,technology addiction,medical illness,ok,0.4667,0.4145,0.4406,False,True,0.4667,0.4145
236,French bourgeoisie,Blind alley,panic,flight from danger,ok,0.2732,0.1826,0.2279,False,False,0.1826,0.2732
237,Future,Cloudy sky,adversity,storm clouds,ok,0.6174,0.2816,0.4495,False,True,0.2816,0.6174
238,Company losing money,Walking out the door,wealth,human figure,ok,0.2182,0.1546,0.1864,False,False,0.1546,0.2182
239,Mind,Lighthouse beacon,guidance during adversity,lighthouse beam,ok,0.7977,0.1159,0.4568,False,True,0.1159,0.7977
240,Full bag,Unloading memories,memory,treasure chest,ok,0.5691,0.3216,0.4454,False,True,0.5691,0.3216
241,Hear,Gold,spiritual awakening,fire,ok,0.392,0.1583,0.2752,False,False,0.1583,0.392
242,Drowning in the ocean,Work,bureaucratic overwhelm,drowning,ok,0.7219,0.2405,0.4812,False,True,0.2405,0.7219
243,Lover,Compass,inner conflict,opposing cosmic forces,ok,0.2673,0.0966,0.182,False,False,0.2673,0.0966
244,Best pupil at school,Shining star,spiritual guidance,celestial cross,ok,0.4412,0.1001,0.2707,False,False,0.1001,0.4412
245,Lover,Sun in the sky,spiritual awakening,sun,ok,0.763,0.2661,0.5145,False,True,0.2661,0.763
246,Gym,Measles,fitness addiction,infection,ok,0.497,0.456,0.4765,True,True,0.456,0.497
247,Still sitting,Carved image,meditation,stone,ok,0.3109,0.1789,0.2449,False,False,0.1789,0.3109
248,Not moving,Fly caught in a spiderweb,entrapment,spider web,ok,0.5347,0.2662,0.4005,False,True,0.2662,0.5347
249,Failed love,Ocean and desert,decay of self,shipwreck,ok,0.3222,0.2139,0.268,False,False,0.2139,0.3222
250,Wrinkly forehead,Old map,history,deterioration,ok,0.3386,0.2412,0.2899,False,False,0.3386,0.2412
