id,round,pullback_score,extracted_target,extracted_source,gold_domains,concepts_matched,n_gold_concepts,coverage,stop_reason,image_path
062,10,4.701,creative thinking,electric light bulb,smile | lightbulb,1,2,0.667,max_rounds,multimodal_analogy_generation/ablations/results/no_domain_guidance_no_metaphor/images/k10/062.png
088,1,4.207,hurtful words,ice shards,word | weapon,0,2,0.571,generation_failed,multimodal_analogy_generation/ablations/results/no_domain_guidance_no_metaphor/images/k1/088.png
088,2,1.743,verbal aggression,sharp projectiles,word | weapon,0,2,0.286,generation_failed,multimodal_analogy_generation/ablations/results/no_domain_guidance_no_metaphor/images/k2/088.png
088,3,1.5,verbal abuse,physical weapons,word | weapon,1,2,0.143,generation_failed,multimodal_analogy_generation/ablations/results/no_domain_guidance_no_metaphor/images/k3/088.png
088,4,4.993,verbal abuse,physical attack,word | weapon,0,2,0.714,generation_failed,multimodal_analogy_generation/ablations/results/no_domain_guidance_no_metaphor/images/k4/088.png
088,5,4.713,verbal abuse,physical weapons,word | weapon,1,2,0.571,generation_failed,multimodal_analogy_generation/ablations/results/no_domain_guidance_no_metaphor/images/k5/088.png
088,6,3.922,verbal abuse,destructive storm,word | weapon,0,2,0.571,generation_failed,multimodal_analogy_generation/ablations/results/no_domain_guidance_no_metaphor/images/k6/088.png
088,7,3.101,verbal abuse,weapons,word | weapon,1,2,0.429,generation_failed,multimodal_analogy_generation/ablations/results/no_domain_guidance_no_metaphor/images/k7/088.png
088,8,7.637,verbal abuse,physical violence,word | weapon,0,2,0.857,generation_failed,multimodal_analogy_generation/ablations/results/no_domain_guidance_no_metaphor/images/k8/088.png
088,9,4.614,verbal abuse,physical wounds,word | weapon,0,2,0.571,generation_failed,multimodal_analogy_generation/ablations/results/no_domain_guidance_no_metaphor/images/k9/088.png
089,1,5.017,smartphone addiction,animal trap,phone | mouse trap,2,2,0.714,generation_failed,multimodal_analogy_generation/ablations/results/no_domain_guidance_no_metaphor/images/k1/089.png
089,2,3.661,social media addiction,animal trap,phone | mouse trap,1,2,0.571,generation_failed,multimodal_analogy_generation/ablations/results/no_domain_guidance_no_metaphor/images/k2/089.png
089,3,1.676,social media addiction,animal trap,phone | mouse trap,1,2,0.286,generation_failed,multimodal_analogy_generation/ablations/results/no_domain_guidance_no_metaphor/images/k3/089.png
089,4,2.459,social media addiction,bear trap,phone | mouse trap,1,2,0.429,generation_failed,multimodal_analogy_generation/ablations/results/no_domain_guidance_no_metaphor/images/k4/089.png
089,5,4.112,social media addiction,trap,phone | mouse trap,1,2,0.571,generation_failed,multimodal_analogy_generation/ablations/results/no_domain_guidance_no_metaphor/images/k5/089.png
098,1,3.929,oppression,boot crushing rocks,work boot | bulldozer,0,2,0.571,max_rounds,multimodal_analogy_generation/ablations/results/no_domain_guidance_no_metaphor/images/k1/098.png
098,2,2.858,systemic oppression,giant boot crushing workers,work boot | bulldozer,0,2,0.429,max_rounds,multimodal_analogy_generation/ablations/results/no_domain_guidance_no_metaphor/images/k2/098.png
098,3,4.115,worker oppression,crushing boot,work boot | bulldozer,0,2,0.571,max_rounds,multimodal_analogy_generation/ablations/results/no_domain_guidance_no_metaphor/images/k3/098.png
098,4,2.31,industrial capitalism,crushing boot,work boot | bulldozer,0,2,0.429,max_rounds,multimodal_analogy_generation/ablations/results/no_domain_guidance_no_metaphor/images/k4/098.png
098,5,2.465,industrial capitalism,crushing boot,work boot | bulldozer,0,2,0.429,max_rounds,multimodal_analogy_generation/ablations/results/no_domain_guidance_no_metaphor/images/k5/098.png
098,6,1.884,industrial capitalism,oppressive boot crushing workers,work boot | bulldozer,0,2,0.286,max_rounds,multimodal_analogy_generation/ablations/results/no_domain_guidance_no_metaphor/images/k6/098.png
098,7,1.593,industrial capitalism,labor bondage,work boot | bulldozer,0,2,0.286,max_rounds,multimodal_analogy_generation/ablations/results/no_domain_guidance_no_metaphor/images/k7/098.png
098,8,4.133,capitalist exploitation,industrial machine,work boot | bulldozer,0,2,0.714,max_rounds,multimodal_analogy_generation/ablations/results/no_domain_guidance_no_metaphor/images/k8/098.png
098,9,3.726,capitalist exploitation,industrial machine,work boot | bulldozer,0,2,0.571,max_rounds,multimodal_analogy_generation/ablations/results/no_domain_guidance_no_metaphor/images/k9/098.png
098,10,2.434,labor exploitation,combustion engine,work boot | bulldozer,0,2,0.429,max_rounds,multimodal_analogy_generation/ablations/results/no_domain_guidance_no_metaphor/images/k10/098.png
122,1,2.558,social anxiety,electricity,not social distancing | explosion,0,2,0.429,flattened,multimodal_analogy_generation/ablations/results/no_domain_guidance_no_metaphor/images/k1/122.png
122,2,2.574,social anxiety,electric shock,not social distancing | explosion,0,2,0.429,flattened,multimodal_analogy_generation/ablations/results/no_domain_guidance_no_metaphor/images/k2/122.png
125,1,1.53,freedom,sailing ship,ship sails | butterfly,1,2,0.286,max_rounds,multimodal_analogy_generation/ablations/results/no_domain_guidance_no_metaphor/images/k1/125.png
125,2,3.81,liberation,butterfly metamorphosis,ship sails | butterfly,1,2,0.571,max_rounds,multimodal_analogy_generation/ablations/results/no_domain_guidance_no_metaphor/images/k2/125.png
125,3,2.435,personal liberation,breaking chains,ship sails | butterfly,0,2,0.429,max_rounds,multimodal_analogy_generation/ablations/results/no_domain_guidance_no_metaphor/images/k3/125.png
125,4,1.509,personal liberation,breaking chains,ship sails | butterfly,0,2,0.286,max_rounds,multimodal_analogy_generation/ablations/results/no_domain_guidance_no_metaphor/images/k4/125.png
125,5,3.525,personal liberation,breaking chains,ship sails | butterfly,0,2,0.571,max_rounds,multimodal_analogy_generation/ablations/results/no_domain_guidance_no_metaphor/images/k5/125.png
125,6,4.501,liberation,breaking chains,ship sails | butterfly,0,2,0.571,max_rounds,multimodal_analogy_generation/ablations/results/no_domain_guidance_no_metaphor/images/k6/125.png
125,7,4.735,liberation,breaking chains,ship sails | butterfly,0,2,0.625,max_rounds,multimodal_analogy_generation/ablations/results/no_domain_guidance_no_metaphor/images/k7/125.png
125,8,3.774,liberation,butterfly breaking chains,ship sails | butterfly,1,2,0.571,max_rounds,multimodal_analogy_generation/ablations/results/no_domain_guidance_no_metaphor/images/k8/125.png
125,9,5.278,personal liberation,breaking chains,ship sails | butterfly,0,2,0.714,max_rounds,multimodal_analogy_generation/ablations/results/no_domain_guidance_no_metaphor/images/k9/125.png
125,10,3.084,spiritual liberation,prisoner breaking chains,ship sails | butterfly,0,2,0.571,max_rounds,multimodal_analogy_generation/ablations/results/no_domain_guidance_no_metaphor/images/k10/125.png
133,1,0.989,spicy burger,fire,burger | flame,2,2,0.143,max_rounds,multimodal_analogy_generation/ablations/results/no_domain_guidance_no_metaphor/images/k1/133.png
133,2,2.13,spicy food,fire,burger | flame,1,2,0.375,max_rounds,multimodal_analogy_generation/ablations/results/no_domain_guidance_no_metaphor/images/k2/133.png
133,3,0.0,spicy burger,fire,burger | flame,2,2,0.0,max_rounds,multimodal_analogy_generation/ablations/results/no_domain_guidance_no_metaphor/images/k3/133.png
133,4,1.428,flavor intensity,burger layers,burger | flame,1,2,0.143,max_rounds,multimodal_analogy_generation/ablations/results/no_domain_guidance_no_metaphor/images/k4/133.png
133,5,1.064,mindfulness,protective shield,burger | flame,0,2,0.143,max_rounds,multimodal_analogy_generation/ablations/results/no_domain_guidance_no_metaphor/images/k5/133.png
133,6,1.909,healthy lifestyle,protective shield,burger | flame,0,2,0.25,max_rounds,multimodal_analogy_generation/ablations/results/no_domain_guidance_no_metaphor/images/k6/133.png
133,7,3.394,inner calm,protective shield,burger | flame,0,2,0.571,max_rounds,multimodal_analogy_generation/ablations/results/no_domain_guidance_no_metaphor/images/k7/133.png
133,8,1.651,mindful eating,battle between calm and fire,burger | flame,0,2,0.286,max_rounds,multimodal_analogy_generation/ablations/results/no_domain_guidance_no_metaphor/images/k8/133.png
133,9,4.235,healthy eating,spiritual protection,burger | flame,0,2,0.714,max_rounds,multimodal_analogy_generation/ablations/results/no_domain_guidance_no_metaphor/images/k9/133.png
133,10,1.973,healthy eating,martial arts combat,burger | flame,0,2,0.286,max_rounds,multimodal_analogy_generation/ablations/results/no_domain_guidance_no_metaphor/images/k10/133.png
153,1,0.0,hope,none,love | summer day,0,2,0.0,max_rounds,multimodal_analogy_generation/ablations/results/no_domain_guidance_no_metaphor/images/k1/153.png
153,2,1.779,hope,sunrise over blooming meadow,love | summer day,0,2,0.286,max_rounds,multimodal_analogy_generation/ablations/results/no_domain_guidance_no_metaphor/images/k2/153.png
153,3,4.151,perseverance through adversity,stormy journey toward light,love | summer day,0,2,0.571,max_rounds,multimodal_analogy_generation/ablations/results/no_domain_guidance_no_metaphor/images/k3/153.png
153,4,3.922,perseverance,journey through storm,love | summer day,0,2,0.571,max_rounds,multimodal_analogy_generation/ablations/results/no_domain_guidance_no_metaphor/images/k4/153.png
153,5,3.815,resilience,journey through fire,love | summer day,0,2,0.429,max_rounds,multimodal_analogy_generation/ablations/results/no_domain_guidance_no_metaphor/images/k5/153.png
153,6,3.487,mental health recovery,storm to sunlight journey,love | summer day,0,2,0.571,max_rounds,multimodal_analogy_generation/ablations/results/no_domain_guidance_no_metaphor/images/k6/153.png
153,7,1.387,inner turmoil,lightning strike,love | summer day,0,2,0.286,max_rounds,multimodal_analogy_generation/ablations/results/no_domain_guidance_no_metaphor/images/k7/153.png
153,8,2.046,inner resilience,breaking chains,love | summer day,0,2,0.286,max_rounds,multimodal_analogy_generation/ablations/results/no_domain_guidance_no_metaphor/images/k8/153.png
153,9,4.257,resilience,breaking free from bondage,love | summer day,0,2,0.571,max_rounds,multimodal_analogy_generation/ablations/results/no_domain_guidance_no_metaphor/images/k9/153.png
153,10,1.691,inner strength,explosion,love | summer day,0,2,0.286,max_rounds,multimodal_analogy_generation/ablations/results/no_domain_guidance_no_metaphor/images/k10/153.png
162,1,2.727,inner torment,demonic possession,anger | demon,1,2,0.429,generation_failed,multimodal_analogy_generation/ablations/results/no_domain_guidance_no_metaphor/images/k1/162.png
162,2,2.93,inner turmoil,demon,anger | demon,1,2,0.429,generation_failed,multimodal_analogy_generation/ablations/results/no_domain_guidance_no_metaphor/images/k2/162.png
162,3,2.312,rage,fire explosion,anger | demon,1,2,0.429,generation_failed,multimodal_analogy_generation/ablations/results/no_domain_guidance_no_metaphor/images/k3/162.png
164,1,3.786,depression,autumn decay,autumn | depression,2,2,0.571,max_rounds,multimodal_analogy_generation/ablations/results/no_domain_guidance_no_metaphor/images/k1/164.png
164,2,3.104,depression,dark forest path,autumn | depression,1,2,0.571,max_rounds,multimodal_analogy_generation/ablations/results/no_domain_guidance_no_metaphor/images/k2/164.png
164,3,1.842,depression,storm cloud,autumn | depression,1,2,0.286,max_rounds,multimodal_analogy_generation/ablations/results/no_domain_guidance_no_metaphor/images/k3/164.png
164,4,1.639,depression,physical captivity,autumn | depression,1,2,0.286,max_rounds,multimodal_analogy_generation/ablations/results/no_domain_guidance_no_metaphor/images/k4/164.png
164,5,3.39,depression,imprisonment by chains,autumn | depression,1,2,0.571,max_rounds,multimodal_analogy_generation/ablations/results/no_domain_guidance_no_metaphor/images/k5/164.png
164,6,1.643,depression,predatory monster,autumn | depression,1,2,0.286,max_rounds,multimodal_analogy_generation/ablations/results/no_domain_guidance_no_metaphor/images/k6/164.png
164,7,2.999,depression,imprisonment,autumn | depression,1,2,0.429,max_rounds,multimodal_analogy_generation/ablations/results/no_domain_guidance_no_metaphor/images/k7/164.png
164,8,1.174,depression,entangling roots,autumn | depression,1,2,0.143,max_rounds,multimodal_analogy_generation/ablations/results/no_domain_guidance_no_metaphor/images/k8/164.png
164,9,1.968,depression,storm,autumn | depression,1,2,0.286,max_rounds,multimodal_analogy_generation/ablations/results/no_domain_guidance_no_metaphor/images/k9/164.png
164,10,3.308,depression,destructive storm,autumn | depression,1,2,0.429,max_rounds,multimodal_analogy_generation/ablations/results/no_domain_guidance_no_metaphor/images/k10/164.png
176,1,1.798,feminine freedom,ocean wave,hair | sea,1,2,0.286,max_rounds,multimodal_analogy_generation/ablations/results/no_domain_guidance_no_metaphor/images/k1/176.png
176,2,1.871,freedom,flight,hair | sea,0,2,0.286,max_rounds,multimodal_analogy_generation/ablations/results/no_domain_guidance_no_metaphor/images/k2/176.png
176,3,2.996,freedom,flight,hair | sea,0,2,0.429,max_rounds,multimodal_analogy_generation/ablations/results/no_domain_guidance_no_metaphor/images/k3/176.png
176,4,2.6,freedom,breaking chains,hair | sea,0,2,0.429,max_rounds,multimodal_analogy_generation/ablations/results/no_domain_guidance_no_metaphor/images/k4/176.png
176,5,2.699,personal liberation,breaking free from chains,hair | sea,0,2,0.429,max_rounds,multimodal_analogy_generation/ablations/results/no_domain_guidance_no_metaphor/images/k5/176.png
176,6,4.476,liberation,breaking chains,hair | sea,0,2,0.571,max_rounds,multimodal_analogy_generation/ablations/results/no_domain_guidance_no_metaphor/images/k6/176.png
176,7,2.069,liberation,breaking chains,hair | sea,0,2,0.286,max_rounds,multimodal_analogy_generation/ablations/results/no_domain_guidance_no_metaphor/images/k7/176.png
176,8,1.66,liberation,breaking chains,hair | sea,0,2,0.286,max_rounds,multimodal_analogy_generation/ablations/results/no_domain_guidance_no_metaphor/images/k8/176.png
176,9,4.056,personal liberation,breaking chains,hair | sea,0,2,0.571,max_rounds,multimodal_analogy_generation/ablations/results/no_domain_guidance_no_metaphor/images/k9/176.png
176,10,2.56,freedom,breaking through physical barriers,hair | sea,0,2,0.429,max_rounds,multimodal_analogy_generation/ablations/results/no_domain_guidance_no_metaphor/images/k10/176.png
177,1,1.221,impermanence,clouds,hair | curling mist,0,2,0.143,max_rounds,multimodal_analogy_generation/ablations/results/no_domain_guidance_no_metaphor/images/k1/177.png
177,2,2.805,self-perception,foggy mirror reflection,hair | curling mist,0,2,0.429,max_rounds,multimodal_analogy_generation/ablations/results/no_domain_guidance_no_metaphor/images/k2/177.png
177,3,3.83,inner power,fire,hair | curling mist,0,2,0.714,max_rounds,multimodal_analogy_generation/ablations/results/no_domain_guidance_no_metaphor/images/k3/177.png
177,4,2.595,longing,ethereal vision,hair | curling mist,0,2,0.429,max_rounds,multimodal_analogy_generation/ablations/results/no_domain_guidance_no_metaphor/images/k4/177.png
177,5,1.053,grief,golden thread,hair | curling mist,0,2,0.143,max_rounds,multimodal_analogy_generation/ablations/results/no_domain_guidance_no_metaphor/images/k5/177.png
177,6,2.809,grief,departing spirit,hair | curling mist,0,2,0.429,max_rounds,multimodal_analogy_generation/ablations/results/no_domain_guidance_no_metaphor/images/k6/177.png
177,7,1.933,loss of connection,breaking thread,hair | curling mist,0,2,0.286,max_rounds,multimodal_analogy_generation/ablations/results/no_domain_guidance_no_metaphor/images/k7/177.png
177,8,0.0,grief and longing,storm and lightning,hair | curling mist,0,2,0.0,max_rounds,multimodal_analogy_generation/ablations/results/no_domain_guidance_no_metaphor/images/k8/177.png
177,9,2.638,grief and longing,spirit connected by golden thread,hair | curling mist,0,2,0.429,max_rounds,multimodal_analogy_generation/ablations/results/no_domain_guidance_no_metaphor/images/k9/177.png
177,10,2.011,grief and longing,veil between worlds,hair | curling mist,0,2,0.429,max_rounds,multimodal_analogy_generation/ablations/results/no_domain_guidance_no_metaphor/images/k10/177.png
198,1,1.679,vulnerability,injured bird,soul | bird with broken wings,1,2,0.286,flattened,multimodal_analogy_generation/ablations/results/no_domain_guidance_no_metaphor/images/k1/198.png
198,2,2.373,fear of freedom,bird in open cage,soul | bird with broken wings,0,2,0.429,flattened,multimodal_analogy_generation/ablations/results/no_domain_guidance_no_metaphor/images/k2/198.png
198,3,2.294,self-imposed limitation,bird in open cage,soul | bird with broken wings,0,2,0.429,flattened,multimodal_analogy_generation/ablations/results/no_domain_guidance_no_metaphor/images/k3/198.png
198,4,3.586,captivity,bird in cage,soul | bird with broken wings,1,2,0.429,flattened,multimodal_analogy_generation/ablations/results/no_domain_guidance_no_metaphor/images/k4/198.png
198,5,3.993,captivity,bird in a cage,soul | bird with broken wings,1,2,0.571,flattened,multimodal_analogy_generation/ablations/results/no_domain_guidance_no_metaphor/images/k5/198.png
198,6,3.494,captivity,caged bird,soul | bird with broken wings,1,2,0.429,flattened,multimodal_analogy_generation/ablations/results/no_domain_guidance_no_metaphor/images/k6/198.png
198,7,5.402,captivity,chained bird in cage,soul | bird with broken wings,1,2,0.714,flattened,multimodal_analogy_generation/ablations/results/no_domain_guidance_no_metaphor/images/k7/198.png
198,8,5.431,self-liberation,caged bird with key,soul | bird with broken wings,1,2,0.714,flattened,multimodal_analogy_generation/ablations/results/no_domain_guidance_no_metaphor/images/k8/198.png
230,1,3.484,knowledge transfer,magic,professor | guiding light,0,2,0.571,max_rounds,multimodal_analogy_generation/ablations/results/no_domain_guidance_no_metaphor/images/k1/230.png
230,2,3.998,knowledge,magic,professor | guiding light,0,2,0.625,max_rounds,multimodal_analogy_generation/ablations/results/no_domain_guidance_no_metaphor/images/k2/230.png
230,3,1.031,knowledge transfer,light,professor | guiding light,0,2,0.143,max_rounds,multimodal_analogy_generation/ablations/results/no_domain_guidance_no_metaphor/images/k3/230.png
230,4,1.461,knowledge transfer,magic spell,professor | guiding light,0,2,0.286,max_rounds,multimodal_analogy_generation/ablations/results/no_domain_guidance_no_metaphor/images/k4/230.png
230,5,1.23,knowledge transfer,magic spell,professor | guiding light,0,2,0.143,max_rounds,multimodal_analogy_generation/ablations/results/no_domain_guidance_no_metaphor/images/k5/230.png
